carrier,service,origin_cep,dest_city,dest_uf,box_cm,weight_kg,dim_weight_kg,price_brl,days,source_url,measured_at,is_estimate,notes
Correios,PAC,03005-000,Fortaleza,CE,40x30x30,3,6.0,65.90,7,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:34:35.505954Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 6 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Fortaleza,CE,30x25x20,3,2.5,49.70,7,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:34:38.605481Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 3 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Fortaleza,CE,60x40x40,3,16.0,427.20,1,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:34:41.635040Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Fortaleza,CE,60x40x40,16,16.0,427.20,1,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:34:44.535061Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Fortaleza,CE,40x30x30,3,6.0,171.70,1,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:34:47.216975Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 6 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Fortaleza,CE,30x25x20,3,2.5,123.90,1,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:34:50.009186Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 3 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,São Luís,MA,60x40x40,3,16.0,188.40,8,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:34:53.032764Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,São Luís,MA,60x40x40,16,16.0,188.40,8,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:34:56.108525Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,São Luís,MA,40x30x30,3,6.0,81.70,8,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:34:59.075978Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 6 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,São Luís,MA,30x25x20,3,2.5,59.60,8,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:01.783809Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 3 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,São Luís,MA,60x40x40,3,16.0,516.40,4,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:04.732746Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,São Luís,MA,60x40x40,16,16.0,516.40,4,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:07.437997Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,São Luís,MA,40x30x30,3,6.0,207.70,4,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:10.558355Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 6 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,São Luís,MA,30x25x20,3,2.5,149.70,4,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:13.348100Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 3 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Belém,PA,60x40x40,3,16.0,152.60,8,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:16.295050Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Belém,PA,60x40x40,16,16.0,152.60,8,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:19.485176Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Belém,PA,40x30x30,3,6.0,65.90,8,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:22.491547Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 6 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Belém,PA,30x25x20,3,2.5,49.70,8,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:25.341432Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 3 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Belém,PA,60x40x40,3,16.0,427.20,4,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:28.149932Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Belém,PA,60x40x40,16,16.0,427.20,4,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:31.319514Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Belém,PA,40x30x30,3,6.0,171.70,4,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:34.347061Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 6 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Belém,PA,30x25x20,3,2.5,123.90,4,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:37.156841Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 3 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Salvador,BA,60x40x40,3,16.0,132.90,6,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:40.094359Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Salvador,BA,60x40x40,16,16.0,132.90,6,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:43.558730Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Salvador,BA,40x30x30,3,6.0,57.80,6,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:46.944368Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 6 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Salvador,BA,30x25x20,3,2.5,44.50,6,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:50.035999Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 3 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Salvador,BA,60x40x40,3,16.0,304.10,1,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:53.090068Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Salvador,BA,60x40x40,16,16.0,304.10,1,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:56.069353Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Salvador,BA,40x30x30,3,6.0,122.30,1,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:35:59.149334Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 6 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Salvador,BA,30x25x20,3,2.5,88.10,1,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:02.075772Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 3 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Belo Horizonte,MG,60x40x40,3,16.0,116.60,5,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:05.214441Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Belo Horizonte,MG,60x40x40,16,16.0,116.60,5,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:08.213723Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Belo Horizonte,MG,40x30x30,3,6.0,50.50,5,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:11.211399Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 6 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Belo Horizonte,MG,30x25x20,3,2.5,40.10,5,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:13.996184Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 3 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Belo Horizonte,MG,60x40x40,3,16.0,226.80,1,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:16.987292Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Belo Horizonte,MG,60x40x40,16,16.0,226.80,1,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:19.975795Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Belo Horizonte,MG,40x30x30,3,6.0,90.60,1,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:23.059767Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 6 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Belo Horizonte,MG,30x25x20,3,2.5,65.60,1,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:26.108096Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 3 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Aracaju,SE,60x40x40,3,16.0,188.40,8,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:28.925954Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Aracaju,SE,60x40x40,16,16.0,188.40,8,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:31.793626Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Aracaju,SE,40x30x30,3,6.0,81.70,8,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:34.643195Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 6 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Aracaju,SE,30x25x20,3,2.5,59.60,8,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:37.438926Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 3 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Aracaju,SE,60x40x40,3,16.0,516.40,2,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:40.200408Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Aracaju,SE,60x40x40,16,16.0,516.40,2,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:42.983926Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Aracaju,SE,40x30x30,3,6.0,207.70,2,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:45.796453Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 6 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Aracaju,SE,30x25x20,3,2.5,149.70,2,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:48.739343Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 3 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Natal,RN,60x40x40,3,16.0,188.40,7,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:36:51.571766Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Natal,RN,60x40x40,16,16.0,188.40,7,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:37:05.143703Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Natal,RN,40x30x30,3,6.0,81.70,7,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:37:18.789533Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 6 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Natal,RN,30x25x20,3,2.5,59.60,7,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:37:21.660302Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 3 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Natal,RN,60x40x40,3,16.0,516.40,2,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:37:24.553514Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Natal,RN,60x40x40,16,16.0,516.40,2,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:37:27.958322Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 16 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Natal,RN,40x30x30,3,6.0,207.70,2,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:37:31.026396Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 6 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,SEDEX,03005-000,Natal,RN,30x25x20,3,2.5,149.70,2,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:37:34.123721Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 3 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
Correios,PAC,03005-000,Recife,PE,60x40x20,1,8.0,79.20,6,https://www2.correios.com.br/sistemas/precosPrazos/ (form POST to sistemas/precosPrazos/prazos.cfm),2026-09-19T18:44:07.500073Z,FALSE,"MEASUREMENT public calculator, a vista (balcao) price, no contract; days = dias uteis after posting; billed weight 8 kg (rule: max(fisico,cubico) when cubico>5 kg); page says 'preco meramente informativo, confirmar no ato da postagem'"
